filepath,label
forensynths/test/san/0_real/img_016.png,0
forensynths/test/san/0_real/img_006.png,0
forensynths/test/san/0_real/img_100.png,0
forensynths/test/san/0_real/img_084.png,0
forensynths/test/san/0_real/img_087.png,0
forensynths/test/san/0_real/img_068.png,0
forensynths/test/san/0_real/img_081.png,0
forensynths/test/san/0_real/img_082.png,0
forensynths/test/san/0_real/img_023.png,0
forensynths/test/san/0_real/img_014.png,0
forensynths/test/san/1_fake/Urban100_082_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_014_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_100_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_023_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_084_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_087_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_081_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_068_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_006_BIX4_G20R10P48_11_6_SR_x4.png,1
forensynths/test/san/1_fake/Urban100_016_BIX4_G20R10P48_11_6_SR_x4.png,1
