filepath,label
synthbuster/raise/r1ca254b2t.png,0
synthbuster/raise/r0b735401t.png,0
synthbuster/raise/r09efa609t.png,0
synthbuster/raise/r06691aa5t.png,0
synthbuster/raise/r03cef811t.png,0
synthbuster/raise/r198ae140t.png,0
synthbuster/raise/r19be5c05t.png,0
synthbuster/raise/r1645a09ct.png,0
synthbuster/raise/r00879054t.png,0
synthbuster/raise/r1c4d4720t.png,0
synthbuster/raise/r0d203f37t.png,0
synthbuster/raise/r0b03e77at.png,0
synthbuster/raise/r1f2f31e2t.png,0
synthbuster/raise/r125f6e84t.png,0
synthbuster/raise/r1dbef145t.png,0
synthbuster/raise/r14902ba4t.png,0
synthbuster/raise/r1e52a39dt.png,0
synthbuster/raise/r0fbb5bc1t.png,0
synthbuster/raise/r1ee65904t.png,0
synthbuster/raise/r1297fd0bt.png,0
synthbuster/raise/r169a9b07t.png,0
synthbuster/raise/r1de108dft.png,0
synthbuster/raise/r04b4d5aft.png,0
synthbuster/raise/r0965e155t.png,0
synthbuster/raise/r181dd93dt.png,0
synthbuster/raise/r0a808003t.png,0
synthbuster/raise/r059cae86t.png,0
synthbuster/raise/r13de1e12t.png,0
synthbuster/raise/r1372056ct.png,0
synthbuster/raise/r12c5f70bt.png,0
synthbuster/raise/r1bca2388t.png,0
synthbuster/raise/r18791531t.png,0
synthbuster/raise/r06e1a520t.png,0
synthbuster/raise/r0e5b5159t.png,0
synthbuster/raise/r079d086et.png,0
synthbuster/raise/r1f16e2abt.png,0
synthbuster/raise/r12f3bbfat.png,0
synthbuster/raise/r0c2fb2a1t.png,0
synthbuster/raise/r1bc3a653t.png,0
synthbuster/raise/r021429abt.png,0
synthbuster/raise/r098a8a22t.png,0
synthbuster/raise/r065472d8t.png,0
synthbuster/raise/r1301676dt.png,0
synthbuster/raise/r0e5dfc8et.png,0
synthbuster/raise/r04160d64t.png,0
synthbuster/raise/r146771d7t.png,0
synthbuster/raise/r181768b7t.png,0
synthbuster/raise/r1dd9d6bft.png,0
synthbuster/raise/r084889d5t.png,0
synthbuster/raise/r13837601t.png,0
synthbuster/raise/r0708431at.png,0
synthbuster/raise/r0676c50at.png,0
synthbuster/raise/r140f3432t.png,0
synthbuster/raise/r1aa53167t.png,0
synthbuster/raise/r08307e1at.png,0
